procuringEntity.id,ocid,nf016
EC-RUC-1760001200001-10331,ocds-5wno2w-SIE-CELTPI-108-21-238940,1
EC-RUC-1760001200001-10331,ocds-5wno2w-SIE-MIES-006-2019--10331,1
EC-RUC-1760002010001-2546,ocds-5wno2w-SIE-CNE-020-2020-2546,1
EC-RUC-1760001470001-2541,ocds-5wno2w-COTBS-MAG-005-2019-2541,1
EC-RUC-1760001710001-2419,ocds-5wno2w-RE-MTOP-008-2019-2419,1
EC-RUC-1760002010001-2546,ocds-5wno2w-RE-CNE-004-2021-2546,1
EC-RUC-1760002010001-2546,ocds-5wno2w-RE-CNE-006-2020-2546,1
EC-RUC-1760002010001-2546,ocds-5wno2w-RE-CNE-007-2019-2546,1
EC-RUC-1760002010001-2546,ocds-5wno2w-RE-CNE-007-2020-2546,1
EC-RUC-1760002010001-2546,ocds-5wno2w-RE-CNE-011-2020-2546,1
EC-RUC-1760002010001-2546,ocds-5wno2w-RE-CNE-027-2020-2546,1
EC-RUC-1760002010001-2546,ocds-5wno2w-SIE-CBVA-2022-004-84942,1
EC-RUC-1760002010001-2546,ocds-5wno2w-SIE-CELTPI-45A-2022-238940,1
EC-RUC-1760003330001-2426,ocds-5wno2w-CE-20220002282541-55367,1
EC-RUC-1760003330001-2426,ocds-5wno2w-MCO-GADPO-FP-43-2021-29112,1
EC-RUC-1560000780001-2692,ocds-5wno2w-LCO-GADMFO-007-2020-2692,1
EC-RUC-1760003330001-2426,ocds-5wno2w-MCO-GADPP-3-2019-2426,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20220002284348-85165,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20220002284845-104249,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20220002284926-24924,1
EC-RUC-1760003410001-41357,ocds-5wno2w-COT-MDMQ-IMP-01-2021-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-COTO-EERSSA-008-2022-3240,1
EC-RUC-1760003410001-41357,ocds-5wno2w-LICS-MDMQSSU-01-2020-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-LIS-GADR-2021-001-21092,1
EC-RUC-1760003410001-41357,ocds-5wno2w-MCO-GADPRGM-001-2021-118629,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RE-FMBC-004-2022-247566,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RE-MDMQ-AG-06-2019-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RE-MDMQ-SCU-003-2020-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RE-MDMQ-SCU-073-2019-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RE-SC-MDMQ-04-2021-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RE-SM-MDMQ-07-2020-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-RMCS-ARCSA-001-2021-488199,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-DIGMAT-010-2022-2465,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-EECS-DF-097-2021-56835,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-MDMQ-AG-27-2020-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-MDMQ-AG-28-2019-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-MDMQ-AMT-01-2019-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-MDMQ-AMT-01-2020-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-MDMQ-AMT-03-2019-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-SIE-MDMQ-AMT-05-2019-41357,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20220002213219-3214,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20220002169706-35516,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20210002119672-41357,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADMLT-029-2021-2670,1
EC-RUC-1760003330001-2426,ocds-5wno2w-MCO-MDMQ-AZQ-31-2021-41357,1
EC-RUC-1760003330001-2426,ocds-5wno2w-PE-GADPP-37-2019-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-RCDC-GADMM-01-2021-20092,1
EC-RUC-1768139620001-20900,ocds-5wno2w-SIE-GADPSDT-18-2019-20900,1
EC-RUC-1760003330001-2426,ocds-5wno2w-RE-GADPP-001-21-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-RE-GADPP-15-2019-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-RE-GADPP-29-2019-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-RE-GADPP-3-2021-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-REPMTPCRIG-RECS02-21-589754,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-013-COG-DGDC-19-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPEO-26-2021-17250,1
EC-RUC-1760003410001-41357,ocds-5wno2w-CE-20210002015876-415927,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPP-0137-2019-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPP-17-2019-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPP-27-2019-R-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPP-44-2020-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPP-59-2019-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-GADPP-64-2020-2426,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-HECAM-134-2021-54651,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-HGLTGA-R25-2021-2812,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-MPEP-002-2021-755002,1
EC-RUC-1760003330001-2426,ocds-5wno2w-SIE-UC-017-2021-R-30951,1
EC-RUC-1760001040001-2550,ocds-5wno2w-SIE-MINEDUC-009-2019-2550,1
EC-RUC-1760001040001-2550,ocds-5wno2w-SIE-MINEDUC-001-2020-2550,1
EC-RUC-1760001040001-2550,ocds-5wno2w-RE-MINEDUC-03-2020-2550,1
EC-RUC-1760001040001-2550,ocds-5wno2w-RE-MINEDUC-03-19-2550,1
EC-RUC-1560001400001-77741,ocds-5wno2w-SIE-MDMQAZEE-01-2021-41357,1
EC-RUC-1560001590001-40430,ocds-5wno2w-CDC-HIV-GG003-2021-854888,1
EC-RUC-1560001590001-40430,ocds-5wno2w-RE-GADMCJS-003-2019-40430,1
EC-RUC-1560001590001-40430,ocds-5wno2w-RE-GADMJS-001-2019-40430,1
EC-RUC-1560001590001-40430,ocds-5wno2w-SIE-HGP-066-2021-2711,1
EC-RUC-1560001830001-3268,ocds-5wno2w-CE-20220002237276-519702,1
EC-RUC-1560001830001-3268,ocds-5wno2w-CE-20220002275981-1096812,1
EC-RUC-1560001830001-3268,ocds-5wno2w-SIE-GADML-016-2020-3268,1
EC-RUC-1560002480001-29112,ocds-5wno2w-RE-GADPO-CT-01-2019-29112,1
EC-RUC-1560002480001-29112,ocds-5wno2w-RE-SC-MDMQ-08-2021-41357,1
EC-RUC-1560184810001-39194,ocds-5wno2w-CE-20210002071085-784034,1
EC-RUC-1560184810001-39194,ocds-5wno2w-MCO-GADMAT-10-2019-39194,1
EC-RUC-1560184810001-39194,ocds-5wno2w-RE-RA-ASTEP-180-22-402850,1
EC-RUC-1560184810001-39194,ocds-5wno2w-SIE-EPEMAPAA-077-21-545597,1
EC-RUC-1560500590001-54538,ocds-5wno2w-CE-20210002079865-889479,1
EC-RUC-1560502610001-102654,ocds-5wno2w-CE-20220002280496-364960,1
EC-RUC-1560503340001-104682,ocds-5wno2w-MCO-GADPRS-2020-002-104682,1
EC-RUC-1560504580001-35291,ocds-5wno2w-SIE-GADPRCHP-04-2020-35291,1
EC-RUC-1560505630001-116625,ocds-5wno2w-MCB-GADPC-2020-06-116625,1
EC-RUC-1560505630001-116625,ocds-5wno2w-SIE-HAGP-040-2022-17993,1
EC-RUC-1560509030001-157030,ocds-5wno2w-CTBS-005-2021-Z9-DMQ-179555,1
EC-RUC-1560514890001-532155,ocds-5wno2w-RE-HGOIA-028-2021-49010,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20210002055907-2438,1
EC-RUC-1560001400001-77741,ocds-5wno2w-MCO-GAD-MC-009-2021-91883,1
EC-RUC-1560001240001-23815,ocds-5wno2w-SIEB-HEFFAA-249-2O21-43246,1
EC-RUC-1560001240001-23815,ocds-5wno2w-MCS-GADPPz-009-2021-24084,1
EC-RUC-1560001080001-202671,ocds-5wno2w-MCO-CARCHI-044-2021-2481,1
EC-RUC-1560000780001-2692,ocds-5wno2w-LICBS-EPMTMG-5-2021-432955,1
EC-RUC-1560000780001-2692,ocds-5wno2w-MCO-EMMAIPC-001-2022-388889,1
EC-RUC-1560000780001-2692,ocds-5wno2w-RE-GADMFO-011-2019-2692,1
EC-RUC-1560000780001-2692,ocds-5wno2w-SIE-GADMFO-002-2019-2692,1
EC-RUC-1560000780001-2692,ocds-5wno2w-SIE-GADMFO-018-2020-2692,1
EC-RUC-1560000780001-2692,ocds-5wno2w-SIE-GADMFO-053-2019-2692,1
EC-RUC-1560000780001-2692,ocds-5wno2w-SIE-GADMFO-065-2020-2692,1
EC-RUC-1560000780001-2692,ocds-5wno2w-SIE-GADPB-007-2021-2555,1
EC-RUC-1560000940001-46625,ocds-5wno2w-SIE-HIESSRIO-83-2021-2561,1
EC-RUC-1560001080001-202671,ocds-5wno2w-CE-20210002090370-54082,1
EC-RUC-1560001080001-202671,ocds-5wno2w-RE-RA-GADMA-013-2021-2741,1
EC-RUC-1560001240001-23815,ocds-5wno2w-MCO-GADMCGP-2019-006-23815,1
EC-RUC-1560001080001-202671,ocds-5wno2w-SIE-CELEGU-230-2022-238940,1
EC-RUC-1560001160001-2452,ocds-5wno2w-CE-20220002285114-533718,1
EC-RUC-1560001160001-2452,ocds-5wno2w-CE-20220002285478-533253,1
EC-RUC-1560001160001-2452,ocds-5wno2w-CTO-GADMSFD-2020-003-2452,1
EC-RUC-1560001160001-2452,ocds-5wno2w-CTO-GADMSFD-2020-004-2452,1
EC-RUC-1560001160001-2452,ocds-5wno2w-CTO-GADMSFD-2020-006-2452,1
EC-RUC-1560001160001-2452,ocds-5wno2w-MCO-GADMSFD-2019-25-2452,1
EC-RUC-1560001160001-2452,ocds-5wno2w-PRE-GADMSFD-2019-04-2452,1
EC-RUC-1560001240001-23815,ocds-5wno2w-CE-20220002277042-129463,1
EC-RUC-1560001240001-23815,ocds-5wno2w-MCO-GADMCGP-2019-003-23815,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20220002207304-2706,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20220002228012-102084,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20220002258164-533253,1
EC-RUC-1760000310001-1468,ocds-5wno2w-SIE-CNELMAN-39-2022-462114,1
EC-RUC-1660011960001-96455,ocds-5wno2w-MCO-GADPRSB-2020-01-96455,1
EC-RUC-1660012180001-124342,ocds-5wno2w-COTO-UEA-02-2020-124342,1
EC-RUC-1660012260001-106968,ocds-5wno2w-SIE-DD22D02-032-2021-537258,1
EC-RUC-1660012420001-230613,ocds-5wno2w-CE-20210002102739-66552,1
EC-RUC-1660012930001-105471,ocds-5wno2w-CE-20210002082911-21867,1
EC-RUC-1660018700001-918125,ocds-5wno2w-RE-STCTEA-2019-003-918125,1
EC-RUC-1760000150001-2761,ocds-5wno2w-SIE-AN-013-2020-2761,1
EC-RUC-1760000310001-1468,ocds-5wno2w-CE-20220002257822-62280,1
EC-RUC-1760000310001-1468,ocds-5wno2w-RE-PR-006-2019-1468,1
EC-RUC-1760000310001-1468,ocds-5wno2w-RE-PR-012-2019-1468,1
EC-RUC-1760000310001-1468,ocds-5wno2w-SIE-GADMZ-013-2022-21867,1
EC-RUC-1660008740001-111578,ocds-5wno2w-MCS-CNT-6067-2022-236009,1
EC-RUC-1760000660001-57124,ocds-5wno2w-CDC-GPM-003-2021-2609,1
EC-RUC-1760000660001-57124,ocds-5wno2w-RE-MDG-019-2019-57124,1
EC-RUC-1760000660001-57124,ocds-5wno2w-RE-MDG-021-2019-57124,1
EC-RUC-1760000660001-57124,ocds-5wno2w-RE-MDG-022-2019-57124,1
EC-RUC-1760000660001-57124,ocds-5wno2w-RE-MDI-003-2019-57124,1
EC-RUC-1760000660001-57124,ocds-5wno2w-RE-MDI-011-2019-57124,1
EC-RUC-1760000820001-2716,ocds-5wno2w-LICS-MREMH-003-2020-2716,1
EC-RUC-1760000900001-2468,ocds-5wno2w-RE-MEF-004-2019-2468,1
EC-RUC-1760001040001-2550,ocds-5wno2w-CE-20220002254150-1030739,1
EC-RUC-1760001040001-2550,ocds-5wno2w-RE-MINEDUC-01-19-2550,1
EC-RUC-1660010560001-86819,ocds-5wno2w-SIE-IESSHP-029-2020-86819,1
EC-RUC-1660008740001-111578,ocds-5wno2w-MCO-GADMLA-059-2022-91040,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20220002275104-479937,1
EC-RUC-1660000250001-2345,ocds-5wno2w-COTO-GADMCP-2019-001-2345,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20220002275105-479937,1
EC-RUC-1660000170001-24084,ocds-5wno2w-CE-20220002275128-533868,1
EC-RUC-1660000170001-24084,ocds-5wno2w-LISEG-GADPPz-01-2019-24084,1
EC-RUC-1660000170001-24084,ocds-5wno2w-MCO-GADPPz-006-2019-24084,1
EC-RUC-1660000170001-24084,ocds-5wno2w-MCO-GADPPz-007-2019-24084,1
EC-RUC-1660000170001-24084,ocds-5wno2w-RE-011-GADMA-2021-2741,1
EC-RUC-1660000170001-24084,ocds-5wno2w-RE-GADPPZ-039-2019-24084,1
EC-RUC-1660000170001-24084,ocds-5wno2w-RE-HGEG-008-2022-106745,1
EC-RUC-1660000170001-24084,ocds-5wno2w-SIE-07-DD08D04-QE-22-543106,1
EC-RUC-1660000170001-24084,ocds-5wno2w-SIE-AEP-R009-2022-318345,1
EC-RUC-1660000250001-2345,ocds-5wno2w-RE-GADMCP-038-2019-2345,1
EC-RUC-1660008740001-111578,ocds-5wno2w-COTO-GADPRP-2020-001-111578,1
EC-RUC-1660000250001-2345,ocds-5wno2w-RE-GADMCP-2019-001-2345,1
EC-RUC-1660000330001-60350,ocds-5wno2w-MCO-GADMCM-013-2019-60350,1
EC-RUC-1660000680001-15065,ocds-5wno2w-CLC_GADMSC_005_2019-15065,1
EC-RUC-1660003510001-2711,ocds-5wno2w-CE-20220002189812-2863,1
EC-RUC-1660003510001-2711,ocds-5wno2w-SIE-CGE-021-2022-35516,1
EC-RUC-1660004910001-30228,ocds-5wno2w-CE-20210002024699-554603,1
EC-RUC-1660004910001-30228,ocds-5wno2w-CE-20210002125270-15025,1
EC-RUC-1660004910001-30228,ocds-5wno2w-COTO-GADMIPA-2020-02-30228,1
EC-RUC-1660006100001-13846,ocds-5wno2w-CO-MTOP-PZ-002-2019-13846,1
EC-RUC-1660008740001-111578,ocds-5wno2w-CE-20220002166636-123963,1
EC-RUC-1768139620001-20900,ocds-5wno2w-SIE-GADPSDT-07-2020-20900,1
EC-RUC-1768152800001-238940,ocds-5wno2w-BS62-02-2021-112577,1
EC-RUC-1768139620001-20900,ocds-5wno2w-SIE-HGNDC-0045-2021-2703,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTBS-EEQ-GC012-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GAF029-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GAF045-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GD001-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GD1B046-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GG002-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GGS021-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GGS027-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-PSA001-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EP-EMA-2-2022-337168,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-GADMCH-017-2021-43412,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-GADPP-155-2021-2426,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-GPA-040-2021-30745,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-HGSQ-2021-014-868544,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-HTMC-155-2021-2810,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-HUG-068-2021-592228,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-PG-DPA-09-2021-31125,1
EC-RUC-1790326136001-486771,ocds-5wno2w-MCBS-EXP-001-2019-486771,1
EC-RUC-1791722205001-227909,ocds-5wno2w-FONAG-MCO-002-2020-227909,1
EC-RUC-1791827228001-86318,ocds-5wno2w-CTS-COE-001-2019-86318,1
EC-RUC-1791827228001-86318,ocds-5wno2w-SIE-RE-12D04S-016-22-129424,1
EC-RUC-1791905911001-3264,ocds-5wno2w-CE-20220002196542-3012,1
EC-RUC-1791984714001-251830,ocds-5wno2w-CE-20210002118440-872507,1
EC-RUC-1792474345001-516239,ocds-5wno2w-RE-CEK-HKSDGO08-2019-516239,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GAF028-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-EEQ-GAF002-2021-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-SIE-12D05-007-2021-553435,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICOB-EEQ-GD003-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTBS-EEQ-GGS04-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTOB-EEQ-GD006-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTOB-EEQ-GD009-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTOB-EEQ-GD010-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTOB-EEQ-GD013-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTOB-EEQ-GD014-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTOB-EEQ-GD018-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICBS-EEQ-GAF01-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICBS-EEQ-GC005-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICBS-EEQ-GD002-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICOB-EEQ-GD005-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-RRECD-EPMTMG-27-2021-432955,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICOB-EEQ-GPE03-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICOB-EEQ-GPE04-2019-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-LICSE-EEQ-GAF01-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-MCO-GADMCB_001-2021-31291,1
EC-RUC-1790053881001-3214,ocds-5wno2w-MCO-GADMCS-010-2021-2538,1
EC-RUC-1790053881001-3214,ocds-5wno2w-MCO-GADMP-004-2021-2795,1
EC-RUC-1790053881001-3214,ocds-5wno2w-MCO-GADMQ-19-2021-46625,1
EC-RUC-1790053881001-3214,ocds-5wno2w-REPU-CELEGU-08B-21-238940,1
EC-RUC-1790053881001-3214,ocds-5wno2w-RES-EEQ-GG005-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-RES-EEQ-GGS003-2019-3214,1
EC-RUC-1792474345001-516239,ocds-5wno2w-RE-CEKSDCHQGO08-2-19-516239,1
EC-RUC-1798194735001-1088807,ocds-5wno2w-MCO-GADPSR-002-2022-129353,1
EC-RUC-1860000130001-2418,ocds-5wno2w-CE-20210002074606-2760,1
EC-RUC-1860000210001-2161,ocds-5wno2w-SIE-HGPT-031-2021-2418,1
EC-RUC-1860000210001-2161,ocds-5wno2w-MCO-HEFFAA-037-2021-43246,1
EC-RUC-1860000210001-2161,ocds-5wno2w-R-SIE-GADMA-013-2020-2161,1
EC-RUC-1860000210001-2161,ocds-5wno2w-RE-CS-CPFFF-014-2022-97398,1
EC-RUC-1860000210001-2161,ocds-5wno2w-RE-FTNS-023-2021-251830,1
EC-RUC-1860000210001-2161,ocds-5wno2w-RE-GADMA-037-2020-2161,1
EC-RUC-1860000210001-2161,ocds-5wno2w-RE-GADMA-042-2020-2161,1
EC-RUC-1860000210001-2161,ocds-5wno2w-RECOMCD-GSXXI-1-2021-71669,1
EC-RUC-1860000210001-2161,ocds-5wno2w-SIE-ATMCG-007-2022-754486,1
EC-RUC-1860000210001-2161,ocds-5wno2w-SIE-EMOVEP-050-2021-315805,1
EC-RUC-1860000210001-2161,ocds-5wno2w-SIE-GADMA-063-2019-2161,1
EC-RUC-1860000210001-2161,ocds-5wno2w-SIE-MIES-CZ5-04-2021-22632,1
EC-RUC-1860000210001-2161,ocds-5wno2w-LICS-GADMA-001-2021-2161,1
EC-RUC-1860000480001-2863,ocds-5wno2w-SIE-CBDMQ-002-2022-2525,1
EC-RUC-1860000560001-59276,ocds-5wno2w-CE-20220002246811-37091,1
EC-RUC-1860000560001-59276,ocds-5wno2w-MCBS-GADSCP-001-2019-59276,1
EC-RUC-1860000560001-59276,ocds-5wno2w-SIE-IESS-HDS-032-21-51587,1
EC-RUC-1860000640001-85942,ocds-5wno2w-LCC_GADMCSPP_001_20-85942,1
EC-RUC-1860000640001-85942,ocds-5wno2w-RE-GADMCSPP-006-19-85942,1
EC-RUC-1860000640001-85942,ocds-5wno2w-RE-GADMCSPP-009-19-85942,1
EC-RUC-1860000720001-65158,ocds-5wno2w-CE-20210002024111-2528,1
EC-RUC-1860000720001-65158,ocds-5wno2w-CE-20220002235354-413592,1
EC-RUC-1860000720001-65158,ocds-5wno2w-COTO-GADSP-003-2020-65158,1
EC-RUC-1860000210001-2161,ocds-5wno2w-MCO-GADCM-006CP-2022-2896,1
EC-RUC-1860000210001-2161,ocds-5wno2w-LICO-GADMA-006-2019-2161,1
EC-RUC-1860000130001-2418,ocds-5wno2w-COT-01-HGPT-DRH-2019-2418,1
EC-RUC-1860000130001-2418,ocds-5wno2w-SIE-SRINAC-012-2022-2438,1
EC-RUC-1860000130001-2418,ocds-5wno2w-COTO-HGPT-011-2020-2418,1
EC-RUC-1860000130001-2418,ocds-5wno2w-COTO-HGPT-013-2020-2418,1
EC-RUC-1860000130001-2418,ocds-5wno2w-COTO-HGPT-020-2020-2418,1
EC-RUC-1860000130001-2418,ocds-5wno2w-LICO-EPMMOP-009-2021-741823,1
EC-RUC-1860000130001-2418,ocds-5wno2w-RE-GADPO-OP-66-2021-29112,1
EC-RUC-1860000130001-2418,ocds-5wno2w-RE-HGPT-005-21-2418,1
EC-RUC-1860000130001-2418,ocds-5wno2w-RE-RA-GADPE-03-2022-32109,1
EC-RUC-1860000130001-2418,ocds-5wno2w-SIE-EPP-2020823-2-21-253178,1
EC-RUC-1860000130001-2418,ocds-5wno2w-SIE-HGPT-PVC01-2019-2418,1
EC-RUC-1860000130001-2418,ocds-5wno2w-SIE-HGPT-THS03-2019-2418,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002014082-512934,1
EC-RUC-1860000210001-2161,ocds-5wno2w-COTO-GADMIS-005-2022-24339,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002040307-748941,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002061263-258814,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002093292-119990,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002118949-537422,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002125009-10232,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20210002125173-70755,1
EC-RUC-1860000210001-2161,ocds-5wno2w-CE-20220002226982-3219,1
EC-RUC-1860000210001-2161,ocds-5wno2w-COTO-CNELGLR-06-2022-462114,1
EC-RUC-1860000210001-2161,ocds-5wno2w-COTO-GADMA-001-2020-2161,1
EC-RUC-1860000210001-2161,ocds-5wno2w-COTO-GADMA-007-2019-2161,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTBS-EEQ-GGS03-2020-3214,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTBS-EEQ-GC011-2019-3214,1
EC-RUC-1768139620001-20900,ocds-5wno2w-SIE-HGSVP-56-DS-2021-2724,1
EC-RUC-1790053881001-3214,ocds-5wno2w-COTBS-EEQ-GC009-2019-3214,1
EC-RUC-1768178600001-555086,ocds-5wno2w-CE-20220002146633-102124,1
EC-RUC-1768178600001-555086,ocds-5wno2w-MCO-UPSE-005-2022-81550,1
EC-RUC-1768178600001-555086,ocds-5wno2w-SIE-EPA-005-2019-555086,1
EC-RUC-1768179760001-572951,ocds-5wno2w-SIE-EPNTECH-2019-005-572951,1
EC-RUC-1768179760001-572951,ocds-5wno2w-SIE-EPNTECH-2019-007-572951,1
EC-RUC-1768179760001-572951,ocds-5wno2w-SIE-EPNTECH-2020-001-572951,1
EC-RUC-1768181150001-594674,ocds-5wno2w-CE-20220002285889-2470,1
EC-RUC-1768181150001-594674,ocds-5wno2w-SIE-HGDC-112-2019-594674,1
EC-RUC-1768181150001-594674,ocds-5wno2w-SIE-HGDC-117-2019-594674,1
EC-RUC-1768181150001-594674,ocds-5wno2w-SIE-HGDC-118-2019-594674,1
EC-RUC-1768181900001-701699,ocds-5wno2w-RE-ARCOTEL-06-19-M-701699,1
EC-RUC-1768182040001-599302,ocds-5wno2w-RE-IKIAM-013-2019-599302,1
EC-RUC-1768182040001-599302,ocds-5wno2w-RE-IKIAM-014-2019-599302,1
EC-RUC-1768182120001-730708,ocds-5wno2w-RE-CSCD-EPMTMG-14-22-432955,1
EC-RUC-1768182120001-730708,ocds-5wno2w-SIE-HGONA-011-2020-730708,1
EC-RUC-1768182120001-730708,ocds-5wno2w-SIE-HGONA-076-2019-730708,1
EC-RUC-1768183520001-722820,ocds-5wno2w-CE-20210002025159-65158,1
EC-RUC-1768183520001-722820,ocds-5wno2w-CE-20210002048743-30228,1
EC-RUC-1768183520001-722820,ocds-5wno2w-CE-20210002049732-364830,1
EC-RUC-1768183520001-722820,ocds-5wno2w-CE-20210002050909-102915,1
EC-RUC-1768183520001-722820,ocds-5wno2w-CE-20220002207645-452927,1
EC-RUC-1768183520001-722820,ocds-5wno2w-COTBS-BANEC-001-2019-722820,1
EC-RUC-1768183520001-722820,ocds-5wno2w-LCC-BANEC-002-2019-722820,1
EC-RUC-1768178600001-555086,ocds-5wno2w-011-CDC-GPLR-2021-2805,1
EC-RUC-1768175260001-529341,ocds-5wno2w-SIE-17D06-003-2020-529341,1
EC-RUC-1768175260001-529341,ocds-5wno2w-SIE-17D06-002-2019-529341,1
EC-RUC-1768164650001-410205,ocds-5wno2w-RE-EPMMQ-008-2020-410205,1
EC-RUC-1768159650001-399766,ocds-5wno2w-SIE-GADMY-028-2022-38149,1
EC-RUC-1768161120001-390394,ocds-5wno2w-CE-20220002189093-519702,1
